season,team,out_player,out_pos,metric,beneficiary,benef_pos,share_with,share_without,delta,n_with,n_without
2025,ARI,James Conner,RB,carries,Trey Benson,RB,0.2654,0.4706,0.2052,3,1
2025,ARI,James Conner,RB,carries,Emari Demercado,RB,0.0714,0.2071,0.1357,1,10
2025,ARI,James Conner,RB,carries,Jacoby Brissett,QB,0.0476,0.158,0.1103,1,11
2025,ARI,James Conner,RB,carries,Greg Dortch,WR,0.0357,0.0707,0.035,1,4
2025,ARI,James Conner,RB,targets,Michael Wilson,WR,0.0923,0.2143,0.122,3,14
2025,ARI,James Conner,RB,targets,Greg Dortch,WR,0.0444,0.0975,0.053,3,7
2025,ARI,James Conner,RB,targets,Zay Jones,WR,0.0614,0.0965,0.0352,2,4
2025,ARI,James Conner,RB,targets,Emari Demercado,RB,0.0294,0.0538,0.0244,1,9
2025,ARI,Zay Jones,WR,carries,Trey Benson,RB,0.2654,0.4706,0.2052,3,1
2025,ARI,Zay Jones,WR,carries,Kyler Murray,QB,0.2243,0.2941,0.0698,4,1
2025,ARI,Zay Jones,WR,carries,Bam Knight,RB,0.3729,0.4053,0.0324,5,5
2025,ARI,Zay Jones,WR,carries,Greg Dortch,WR,0.0532,0.0794,0.0262,3,2
2025,ARI,Zay Jones,WR,carries,Jacoby Brissett,QB,0.1344,0.159,0.0247,5,7
2025,ARI,Zay Jones,WR,targets,Michael Wilson,WR,0.1187,0.2586,0.1399,8,9
2025,ARI,Zay Jones,WR,targets,Greg Dortch,WR,0.056,0.12,0.064,6,4
2025,ARI,Zay Jones,WR,targets,Bam Knight,RB,0.072,0.0991,0.0271,5,4
2025,ARI,Zay Jones,WR,targets,Elijah Higgins,TE,0.067,0.0846,0.0176,8,7
2025,ARI,Zay Jones,WR,targets,Emari Demercado,RB,0.0446,0.0559,0.0113,4,6
2025,ARI,Kyler Murray,QB,carries,Bam Knight,RB,0.1379,0.417,0.2791,1,9
2025,ARI,Kyler Murray,QB,carries,Emari Demercado,RB,0.0975,0.2313,0.1338,3,8
2025,ARI,Kyler Murray,QB,carries,Jacoby Brissett,QB,0.0476,0.158,0.1103,1,11
2025,ARI,Kyler Murray,QB,carries,Greg Dortch,WR,0.0473,0.0747,0.0274,2,3
2025,ARI,Kyler Murray,QB,targets,Michael Wilson,WR,0.112,0.2264,0.1144,5,12
2025,ARI,Kyler Murray,QB,targets,Bam Knight,RB,0.0333,0.0904,0.0571,1,8
2025,ARI,Kyler Murray,QB,targets,Xavier Weaver,WR,0.025,0.0599,0.0349,1,5
2025,ARI,Kyler Murray,QB,targets,Greg Dortch,WR,0.065,0.0981,0.0331,5,5
2025,ARI,Kyler Murray,QB,targets,Zay Jones,WR,0.0742,0.0954,0.0212,3,3
2025,ARI,Bam Knight,RB,carries,Michael Carter,RB,0.2962,0.4945,0.1982,10,3
2025,ARI,Bam Knight,RB,carries,Corey Kiner,RB,0.0952,0.1793,0.084,1,3
2025,ARI,Bam Knight,RB,carries,Trey Benson,RB,0.3067,0.3267,0.02,2,2
2025,ARI,Bam Knight,RB,carries,Emari Demercado,RB,0.1909,0.2017,0.0108,7,4
2025,ARI,Bam Knight,RB,targets,James Conner,RB,0.04,0.1278,0.0878,1,2
2025,ARI,Bam Knight,RB,targets,Elijah Higgins,TE,0.0618,0.102,0.0402,10,5
2025,ARI,Bam Knight,RB,targets,Xavier Weaver,WR,0.0425,0.0773,0.0349,4,2
2025,ARI,Bam Knight,RB,targets,Josiah Deguara,TE,0.0222,0.053,0.0307,2,2
2025,ARI,Bam Knight,RB,targets,Tip Reiman,TE,0.0333,0.0614,0.028,1,2
2025,ARI,Emari Demercado,RB,carries,Bam Knight,RB,0.302,0.5197,0.2177,6,4
2025,ARI,Emari Demercado,RB,carries,Jacoby Brissett,QB,0.1222,0.202,0.0798,8,4
2025,ARI,Emari Demercado,RB,carries,Greg Dortch,WR,0.0546,0.1,0.0454,4,1
2025,ARI,Emari Demercado,RB,targets,Michael Wilson,WR,0.1754,0.2491,0.0737,13,4
2025,ARI,Emari Demercado,RB,targets,Andre Baccellia,WR,0.0175,0.0682,0.0506,1,1
2025,ARI,Emari Demercado,RB,targets,Bam Knight,RB,0.0625,0.1109,0.0484,5,4
2025,ARI,Emari Demercado,RB,targets,Greg Dortch,WR,0.0725,0.1028,0.0304,7,3
2025,ARI,Marvin Harrison Jr.,WR,carries,Jacoby Brissett,QB,0.1248,0.1824,0.0576,7,5
2025,ARI,Marvin Harrison Jr.,WR,carries,Greg Dortch,WR,0.0546,0.1,0.0454,4,1
2025,ARI,Marvin Harrison Jr.,WR,targets,Michael Wilson,WR,0.1398,0.3198,0.18,12,5
2025,ARI,Marvin Harrison Jr.,WR,targets,Greg Dortch,WR,0.0643,0.1505,0.0861,8,2
2025,ARI,Marvin Harrison Jr.,WR,targets,Bam Knight,RB,0.0735,0.1051,0.0315,6,3
2025,ARI,Trey Benson,RB,carries,Michael Carter,RB,0.0588,0.3656,0.3068,1,12
2025,ARI,Trey Benson,RB,carries,Emari Demercado,RB,0.0945,0.2171,0.1226,2,9
2025,ARI,Trey Benson,RB,carries,Jacoby Brissett,QB,0.0476,0.158,0.1103,1,11
2025,ARI,Trey Benson,RB,carries,Greg Dortch,WR,0.0473,0.0747,0.0274,2,3
2025,ARI,Trey Benson,RB,targets,Michael Wilson,WR,0.1067,0.2192,0.1125,4,13
2025,ARI,Trey Benson,RB,targets,Zay Jones,WR,0.0614,0.0965,0.0352,2,4
2025,ARI,Trey Benson,RB,targets,Xavier Weaver,WR,0.025,0.0599,0.0349,1,5
2025,ARI,Trey Benson,RB,targets,Greg Dortch,WR,0.0646,0.0929,0.0283,4,6
2025,ARI,Trey Benson,RB,targets,Emari Demercado,RB,0.0397,0.0543,0.0146,2,8
2025,ATL,Ray-Ray McCloud,WR,carries,Bijan Robinson,RB,0.5222,0.6565,0.1343,4,2
2025,ATL,Ray-Ray McCloud,WR,targets,Drake London,WR,0.2818,0.397,0.1151,4,2
2025,ATL,Ray-Ray McCloud,WR,targets,Bijan Robinson,RB,0.1859,0.2401,0.0543,4,2
2025,ATL,Ray-Ray McCloud,WR,targets,Kyle Pitts,TE,0.1918,0.2034,0.0116,4,2
2025,ATL,KhaDarel Hodge,WR,carries,Tyler Allgeier,RB,0.258,0.357,0.099,12,5
2025,ATL,KhaDarel Hodge,WR,targets,Bijan Robinson,RB,0.1752,0.2483,0.0732,12,5
2025,ATL,KhaDarel Hodge,WR,targets,Casey Washington,WR,0.0741,0.1154,0.0413,4,1
2025,ATL,KhaDarel Hodge,WR,targets,Deven Thompkins,WR,0.0357,0.0645,0.0288,1,1
2025,ATL,Darnell Mooney,WR,carries,Tyler Allgeier,RB,0.2792,0.3465,0.0672,15,2
2025,ATL,Darnell Mooney,WR,carries,Michael Penix Jr.,QB,0.0754,0.1087,0.0333,5,2
2025,ATL,Darnell Mooney,WR,targets,Drake London,WR,0.2718,0.4366,0.1648,10,2
2025,ATL,Darnell Mooney,WR,targets,Casey Washington,WR,0.0681,0.1037,0.0356,3,2
2025,ATL,Darnell Mooney,WR,targets,Ray-Ray McCloud,WR,0.098,0.119,0.021,3,1
2025,ATL,Darnell Mooney,WR,targets,Bijan Robinson,RB,0.1946,0.2124,0.0178,15,2
2025,ATL,Drake London,WR,carries,Bijan Robinson,RB,0.613,0.6697,0.0567,12,5
2025,ATL,Drake London,WR,targets,KhaDarel Hodge,WR,0.0291,0.2667,0.2375,2,1
2025,ATL,Drake London,WR,targets,Kyle Pitts,TE,0.1992,0.2935,0.0943,12,5
2025,ATL,Drake London,WR,targets,David Sills,WR,0.0641,0.1509,0.0868,7,5
2025,ATL,Drake London,WR,targets,Charlie Woerner,TE,0.03,0.0983,0.0682,4,2
2025,ATL,Drake London,WR,targets,Tyler Allgeier,RB,0.049,0.0632,0.0142,6,4
2025,ATL,Casey Washington,WR,carries,Nate Carter,RB,0.125,0.3043,0.1793,1,1
2025,ATL,Casey Washington,WR,carries,Bijan Robinson,RB,0.6069,0.6456,0.0387,7,10
2025,ATL,Casey Washington,WR,carries,Michael Penix Jr.,QB,0.0765,0.106,0.0295,5,2
2025,ATL,Casey Washington,WR,targets,Kyle Pitts,TE,0.1979,0.2473,0.0493,7,10
2025,ATL,Casey Washington,WR,targets,Bijan Robinson,RB,0.1698,0.2155,0.0457,7,10
2025,ATL,Casey Washington,WR,targets,David Sills,WR,0.0691,0.1106,0.0415,3,9
2025,ATL,Casey Washington,WR,targets,Charlie Woerner,TE,0.0331,0.0626,0.0295,2,4
2025,ATL,Casey Washington,WR,targets,Ray-Ray McCloud,WR,0.098,0.1086,0.0106,2,2
2025,ATL,Michael Penix Jr.,QB,carries,Tyler Allgeier,RB,0.2726,0.3035,0.031,9,8
2025,ATL,Michael Penix Jr.,QB,carries,Bijan Robinson,RB,0.62,0.6405,0.0205,9,8
2025,ATL,Michael Penix Jr.,QB,carries,Kirk Cousins,QB,0.0357,0.0513,0.0156,1,5
2025,ATL,Michael Penix Jr.,QB,targets,KhaDarel Hodge,WR,0.0291,0.2667,0.2375,2,1
2025,ATL,Michael Penix Jr.,QB,targets,Kyle Pitts,TE,0.1862,0.2728,0.0866,9,8
2025,ATL,Michael Penix Jr.,QB,targets,David Sills,WR,0.0464,0.1271,0.0807,4,8
2025,ATL,Michael Penix Jr.,QB,targets,Charlie Woerner,TE,0.0302,0.0753,0.0451,3,3
2025,ATL,Nate Carter,RB,carries,Tyler Allgeier,RB,0.2293,0.3522,0.1228,9,8
2025,ATL,Nate Carter,RB,carries,Michael Penix Jr.,QB,0.0742,0.093,0.0187,3,4
2025,ATL,Nate Carter,RB,targets,Dylan Drummond,WR,0.06,0.1643,0.1043,2,2
2025,ATL,Nate Carter,RB,targets,Drake London,WR,0.2644,0.3342,0.0697,6,6
2025,ATL,Nate Carter,RB,targets,Casey Washington,WR,0.0444,0.1076,0.0631,2,3
2025,ATL,Nate Carter,RB,targets,Charlie Woerner,TE,0.0343,0.0897,0.0554,4,2
2025,ATL,Nate Carter,RB,targets,Bijan Robinson,RB,0.1708,0.2258,0.0549,9,8
2025,BAL,Lamar Jackson,QB,carries,Tyler Huntley,QB,0.0312,0.1481,0.1168,1,3
2025,BAL,Lamar Jackson,QB,carries,Derrick Henry,RB,0.6013,0.6826,0.0813,13,4
2025,BAL,Lamar Jackson,QB,carries,Mark Andrews,TE,0.0508,0.0811,0.0303,5,1
2025,BAL,Lamar Jackson,QB,targets,Rasheen Ali,RB,0.0994,0.15,0.0506,4,1
2025,BAL,Lamar Jackson,QB,targets,Justice Hill,RB,0.1177,0.1438,0.026,6,2
2025,BAL,Lamar Jackson,QB,targets,Zaire Mitchell-Paden,TE,0.0357,0.05,0.0143,1,1
2025,BAL,Justice Hill,RB,carries,Keaton Mitchell,RB,0.1174,0.196,0.0786,5,7
2025,BAL,Justice Hill,RB,carries,Rasheen Ali,RB,0.0345,0.0846,0.0502,1,3
2025,BAL,Justice Hill,RB,targets,Keaton Mitchell,RB,0.0478,0.1008,0.053,3,4
2025,BAL,Justice Hill,RB,targets,Isaiah Likely,TE,0.1109,0.1539,0.043,6,5
2025,BAL,Justice Hill,RB,targets,Devontez Walker,WR,0.052,0.0922,0.0402,3,2
2025,BAL,Justice Hill,RB,targets,Mark Andrews,TE,0.156,0.1897,0.0337,10,7
2025,BAL,Justice Hill,RB,targets,DeAndre Hopkins,WR,0.0881,0.113,0.025,10,7
2025,BAL,Rashod Bateman,WR,carries,Derrick Henry,RB,0.6119,0.648,0.0361,13,4
2025,BAL,Rashod Bateman,WR,carries,Keaton Mitchell,RB,0.153,0.1837,0.0307,8,4
2025,BAL,Rashod Bateman,WR,targets,DeAndre Hopkins,WR,0.0893,0.1277,0.0384,13,4
2025,BAL,Rashod Bateman,WR,targets,Mark Andrews,TE,0.1624,0.1941,0.0317,13,4
2025,BAL,Rashod Bateman,WR,targets,Patrick Ricard,RB,0.0303,0.0588,0.0285,1,1
2025,BAL,Rashod Bateman,WR,targets,Devontez Walker,WR,0.0575,0.0838,0.0263,3,2
2025,BAL,Rashod Bateman,WR,targets,Zay Flowers,WR,0.2949,0.3174,0.0225,13,4
2025,BAL,Isaiah Likely,TE,carries,Lamar Jackson,QB,0.1599,0.2288,0.0689,10,3
2025,BAL,Isaiah Likely,TE,carries,Justice Hill,RB,0.0805,0.1178,0.0373,6,2
2025,BAL,Isaiah Likely,TE,carries,Zay Flowers,WR,0.0353,0.0623,0.027,6,2
2025,BAL,Isaiah Likely,TE,targets,Rashod Bateman,WR,0.0981,0.1983,0.1001,10,3
2025,BAL,Isaiah Likely,TE,targets,Charlie Kolar,TE,0.0486,0.1034,0.0548,10,1
2025,BAL,Isaiah Likely,TE,targets,Zay Flowers,WR,0.2928,0.3348,0.0421,14,3
2025,BAL,Keaton Mitchell,RB,carries,Lamar Jackson,QB,0.1384,0.2598,0.1214,9,4
2025,BAL,Keaton Mitchell,RB,carries,Justice Hill,RB,0.0613,0.1374,0.0761,5,3
2025,BAL,Keaton Mitchell,RB,carries,Zay Flowers,WR,0.0353,0.0623,0.027,6,2
2025,BAL,Keaton Mitchell,RB,targets,Rashod Bateman,WR,0.1016,0.1654,0.0637,9,4
2025,BAL,Keaton Mitchell,RB,targets,Charlie Kolar,TE,0.0486,0.1034,0.0548,10,1
2025,BAL,Keaton Mitchell,RB,targets,Justice Hill,RB,0.1109,0.1376,0.0267,4,4
2025,BAL,Keaton Mitchell,RB,targets,Zay Flowers,WR,0.2948,0.3178,0.023,13,4
2025,BAL,Keaton Mitchell,RB,targets,Tylan Wallace,WR,0.0452,0.0575,0.0124,3,3
2025,BAL,Rasheen Ali,RB,carries,Lamar Jackson,QB,0.1728,0.1924,0.0196,11,2
2025,BAL,Rasheen Ali,RB,targets,DeAndre Hopkins,WR,0.0923,0.144,0.0517,15,2
2025,BAL,Rasheen Ali,RB,targets,Derrick Henry,RB,0.0565,0.1017,0.0452,11,2
2025,BAL,Rasheen Ali,RB,targets,Charlie Kolar,TE,0.0521,0.069,0.0169,10,1
2025,BAL,Rasheen Ali,RB,targets,Isaiah Likely,TE,0.1274,0.144,0.0165,9,2
2025,BUF,Brandin Cooks,WR,carries,Ray Davis,RB,0.1063,0.5385,0.4322,3,1
2025,BUF,Brandin Cooks,WR,carries,Ty Johnson,RB,0.1002,0.3333,0.2331,5,1
2025,BUF,Brandin Cooks,WR,targets,Gabe Davis,WR,0.0684,0.2333,0.165,4,1
2025,BUF,Brandin Cooks,WR,targets,Keon Coleman,WR,0.0858,0.1667,0.0809,4,1
2025,BUF,Brandin Cooks,WR,targets,Ray Davis,RB,0.0576,0.1,0.0424,4,1
2025,BUF,Brandin Cooks,WR,targets,Josh Palmer,WR,0.0638,0.1,0.0362,3,1
2025,BUF,Ty Johnson,RB,carries,Josh Allen,QB,0.2008,0.3542,0.1534,16,2
2025,BUF,Ty Johnson,RB,carries,James Cook,RB,0.6052,0.6458,0.0406,17,2
2025,BUF,Ty Johnson,RB,targets,Khalil Shakir,WR,0.2128,0.2868,0.074,16,2
2025,BUF,Ty Johnson,RB,targets,Brandin Cooks,WR,0.0977,0.1484,0.0506,4,2
2025,BUF,Ty Johnson,RB,targets,Mecole Hardman,WR,0.0323,0.0513,0.019,1,1
2025,BUF,Ty Johnson,RB,targets,Curtis Samuel,WR,0.0639,0.0769,0.0131,5,1
2025,BUF,Gabe Davis,WR,carries,James Cook,RB,0.5794,0.6354,0.056,7,3
2025,BUF,Gabe Davis,WR,carries,Josh Allen,QB,0.2308,0.2513,0.0205,6,3
2025,BUF,Gabe Davis,WR,targets,Jackson Hawes,TE,0.0438,0.0748,0.031,4,2
2025,BUF,Gabe Davis,WR,targets,Tyrell Shavers,WR,0.0856,0.1111,0.0255,4,1
2025,BUF,Gabe Davis,WR,targets,Khalil Shakir,WR,0.2114,0.2336,0.0222,6,3
2025,BUF,Gabe Davis,WR,targets,Mecole Hardman,WR,0.0323,0.0513,0.019,1,1
2025,BUF,Josh Palmer,WR,carries,James Cook,RB,0.5868,0.6485,0.0617,12,7
2025,BUF,Josh Palmer,WR,carries,Ray Davis,RB,0.1501,0.1748,0.0247,7,3
2025,BUF,Josh Palmer,WR,carries,Mitchell Trubisky,QB,0.0256,0.0455,0.0198,1,1
2025,BUF,Josh Palmer,WR,targets,Khalil Shakir,WR,0.2045,0.247,0.0425,11,7
2025,BUF,Josh Palmer,WR,targets,Ty Johnson,RB,0.0767,0.1136,0.0369,9,4
2025,BUF,Josh Palmer,WR,targets,Dawson Knox,TE,0.1028,0.1224,0.0196,11,7
2025,BUF,Josh Palmer,WR,targets,Elijah Moore,WR,0.0685,0.088,0.0194,5,3
2025,BUF,Josh Palmer,WR,targets,Jackson Hawes,TE,0.0486,0.0679,0.0193,8,5
2025,BUF,Tyrell Shavers,WR,carries,Josh Allen,QB,0.211,0.3333,0.1223,17,1
2025,BUF,Tyrell Shavers,WR,carries,James Cook,RB,0.6063,0.6667,0.0603,18,1
2025,BUF,Tyrell Shavers,WR,targets,Brandin Cooks,WR,0.1067,0.1538,0.0471,5,1
2025,BUF,Tyrell Shavers,WR,targets,Mecole Hardman,WR,0.0323,0.0513,0.019,1,1
2025,BUF,Tyrell Shavers,WR,targets,Dawson Knox,TE,0.1094,0.1282,0.0188,17,1
2025,BUF,Tyrell Shavers,WR,targets,Curtis Samuel,WR,0.0639,0.0769,0.0131,5,1
2025,BUF,Tyrell Shavers,WR,targets,Khalil Shakir,WR,0.2205,0.2308,0.0103,17,1
2025,BUF,Dalton Kincaid,TE,carries,James Cook,RB,0.5847,0.6791,0.0945,14,5
2025,BUF,Dalton Kincaid,TE,targets,Tyrell Shavers,WR,0.057,0.1473,0.0902,8,3
2025,BUF,Dalton Kincaid,TE,targets,Ty Johnson,RB,0.0719,0.114,0.0422,8,5
2025,BUF,Dalton Kincaid,TE,targets,Curtis Samuel,WR,0.0599,0.0968,0.0369,5,1
2025,BUF,Dalton Kincaid,TE,targets,Keon Coleman,WR,0.1489,0.1806,0.0317,12,2
2025,BUF,Dalton Kincaid,TE,targets,Dawson Knox,TE,0.1053,0.1239,0.0187,13,5
2025,BUF,Keon Coleman,WR,carries,James Cook,RB,0.5952,0.6631,0.0679,15,4
2025,BUF,Keon Coleman,WR,targets,Tyrell Shavers,WR,0.0672,0.1202,0.053,8,3
2025,BUF,Keon Coleman,WR,targets,Curtis Samuel,WR,0.0599,0.0968,0.0369,5,1
2025,BUF,Keon Coleman,WR,targets,Jackson Hawes,TE,0.0504,0.0868,0.0364,11,2
2025,BUF,Keon Coleman,WR,targets,Elijah Moore,WR,0.0733,0.0938,0.0205,7,1
2025,BUF,Keon Coleman,WR,targets,Ray Davis,RB,0.0523,0.0703,0.018,8,2
2025,CAR,Hunter Renfrow,WR,carries,Rico Dowdle,RB,0.4569,0.556,0.0991,6,11
2025,CAR,Hunter Renfrow,WR,carries,Bryce Young,QB,0.0637,0.1433,0.0795,6,9
2025,CAR,Hunter Renfrow,WR,targets,Rico Dowdle,RB,0.0944,0.13,0.0356,6,10
2025,CAR,Hunter Renfrow,WR,targets,Mitchell Evans,TE,0.054,0.0786,0.0246,5,8
2025,CAR,Hunter Renfrow,WR,targets,Trevor Etienne,RB,0.028,0.05,0.022,2,1
2025,CAR,Chuba Hubbard,RB,carries,Rico Dowdle,RB,0.4684,0.8,0.3316,16,2
2025,CAR,Chuba Hubbard,RB,targets,Rico Dowdle,RB,0.1022,0.1931,0.0909,15,2
2025,CAR,Chuba Hubbard,RB,targets,Tommy Tremble,TE,0.0847,0.1323,0.0475,14,2
2025,CAR,Chuba Hubbard,RB,targets,Jimmy Horn Jr.,WR,0.0602,0.1032,0.043,8,2
2025,CAR,Chuba Hubbard,RB,targets,Tetairoa McMillan,WR,0.251,0.2672,0.0162,16,2
2025,CAR,Bryce Young,QB,carries,Chuba Hubbard,RB,0.3641,0.4286,0.0644,15,1
2025,CAR,Bryce Young,QB,carries,Trevor Etienne,RB,0.0996,0.1429,0.0433,6,1
2025,CAR,Bryce Young,QB,carries,Jimmy Horn Jr.,WR,0.0414,0.0714,0.0301,5,1
2025,CAR,Bryce Young,QB,targets,Tetairoa McMillan,WR,0.2421,0.4348,0.1927,17,1
2025,CAR,Bryce Young,QB,targets,Ja'Tavion Sanders,TE,0.0965,0.1304,0.0339,10,1
2025,CAR,Xavier Legette,WR,carries,Trevor Etienne,RB,0.0817,0.25,0.1683,6,1
2025,CAR,Xavier Legette,WR,carries,Chuba Hubbard,RB,0.3534,0.4717,0.1183,14,2
2025,CAR,Xavier Legette,WR,targets,Tommy Tremble,TE,0.0798,0.1667,0.0868,14,2
2025,CAR,Xavier Legette,WR,targets,Brycen Tremayne,WR,0.0528,0.1042,0.0513,7,2
2025,CAR,Xavier Legette,WR,targets,Tetairoa McMillan,WR,0.2479,0.2917,0.0438,16,2
2025,CAR,Xavier Legette,WR,targets,James Mitchell,TE,0.032,0.0625,0.0305,2,1
2025,CAR,Xavier Legette,WR,targets,Chuba Hubbard,RB,0.0861,0.1094,0.0232,14,2
2025,CAR,Ja'Tavion Sanders,TE,carries,Chuba Hubbard,RB,0.3484,0.4536,0.1052,13,3
2025,CAR,Ja'Tavion Sanders,TE,carries,Trevor Etienne,RB,0.0754,0.1286,0.0532,3,4
2025,CAR,Ja'Tavion Sanders,TE,carries,Rico Dowdle,RB,0.4921,0.5396,0.0475,13,5
2025,CAR,Ja'Tavion Sanders,TE,targets,Jalen Coker,WR,0.1511,0.2788,0.1277,10,2
2025,CAR,Ja'Tavion Sanders,TE,targets,Tommy Tremble,TE,0.0656,0.1458,0.0802,11,5
2025,CAR,Jalen Coker,WR,carries,Chuba Hubbard,RB,0.3109,0.54,0.2291,12,4
2025,CAR,Jalen Coker,WR,carries,Trevor Etienne,RB,0.0774,0.1271,0.0497,3,4
2025,CAR,Jalen Coker,WR,targets,Jimmy Horn Jr.,WR,0.0602,0.1032,0.043,8,2
2025,CAR,Jalen Coker,WR,targets,Chuba Hubbard,RB,0.0788,0.1198,0.0409,12,4
2025,CAR,Jalen Coker,WR,targets,Tommy Tremble,TE,0.0767,0.114,0.0373,10,6
2025,CAR,Jalen Coker,WR,targets,Brycen Tremayne,WR,0.0477,0.0849,0.0372,5,4
2025,CAR,Jalen Coker,WR,targets,James Mitchell,TE,0.027,0.0498,0.0227,1,2
2025,CHI,Olamide Zaccheaus,WR,carries,Caleb Williams,QB,0.1338,0.2273,0.0935,18,1
2025,CHI,Olamide Zaccheaus,WR,carries,Kyle Monangai,RB,0.3453,0.3636,0.0183,17,1
2025,CHI,Olamide Zaccheaus,WR,targets,Luther Burden III,WR,0.127,0.2308,0.1038,16,1
2025,CHI,Olamide Zaccheaus,WR,targets,Colston Loveland,TE,0.1755,0.2564,0.0809,17,1
2025,CHI,Olamide Zaccheaus,WR,targets,Kyle Monangai,RB,0.0682,0.1026,0.0344,15,1
2025,CHI,D'Andre Swift,RB,carries,Kyle Monangai,RB,0.3254,0.7027,0.3774,17,1
2025,CHI,D'Andre Swift,RB,targets,Olamide Zaccheaus,WR,0.129,0.2286,0.0996,15,1
2025,CHI,D'Andre Swift,RB,targets,Kyle Monangai,RB,0.0655,0.1429,0.0774,15,1
2025,CHI,D'Andre Swift,RB,targets,Colston Loveland,TE,0.1772,0.2286,0.0514,17,1
2025,CHI,D'Andre Swift,RB,targets,DJ Moore,WR,0.1607,0.1714,0.0107,18,1
2025,CHI,Cole Kmet,TE,carries,DJ Moore,WR,0.0504,0.087,0.0366,10,1
2025,CHI,Cole Kmet,TE,targets,Olamide Zaccheaus,WR,0.1309,0.2,0.0691,15,1
2025,CHI,Cole Kmet,TE,targets,Rome Odunze,WR,0.218,0.2857,0.0677,13,1
2025,CHI,Cole Kmet,TE,targets,Devin Duvernay,WR,0.0307,0.0857,0.055,2,1
2025,CHI,Cole Kmet,TE,targets,DJ Moore,WR,0.1591,0.2,0.0409,18,1
2025,CHI,Rome Odunze,WR,carries,Kyle Monangai,RB,0.3358,0.3832,0.0474,14,4
2025,CHI,Rome Odunze,WR,carries,Luther Burden III,WR,0.0314,0.0415,0.0101,6,2
2025,CHI,Rome Odunze,WR,targets,Colston Loveland,TE,0.1571,0.2602,0.1031,14,4
2025,CHI,Rome Odunze,WR,targets,Luther Burden III,WR,0.1203,0.1928,0.0725,14,3
2025,CHI,Rome Odunze,WR,targets,Kyle Monangai,RB,0.065,0.0863,0.0213,12,4
2025,CHI,Rome Odunze,WR,targets,Cole Kmet,TE,0.0889,0.1052,0.0163,14,4
2025,CHI,Colston Loveland,TE,carries,Caleb Williams,QB,0.1309,0.28,0.1491,18,1
2025,CHI,Colston Loveland,TE,carries,D'Andre Swift,RB,0.4825,0.56,0.0775,17,1
2025,CHI,Colston Loveland,TE,targets,Cole Kmet,TE,0.0836,0.2432,0.1596,17,1
2025,CHI,Colston Loveland,TE,targets,D'Andre Swift,RB,0.0854,0.1622,0.0767,16,1
2025,CHI,Colston Loveland,TE,targets,Olamide Zaccheaus,WR,0.1334,0.1622,0.0287,15,1
2025,CHI,Colston Loveland,TE,targets,Rome Odunze,WR,0.2212,0.2432,0.022,13,1
2025,CHI,Jahdae Walker,WR,targets,Luther Burden III,WR,0.1139,0.1465,0.0325,7,10
2025,CHI,Jahdae Walker,WR,targets,Durham Smythe,TE,0.0307,0.0517,0.021,2,4
2025,CHI,Jahdae Walker,WR,targets,DJ Moore,WR,0.1537,0.1681,0.0144,9,10
2025,CHI,Luther Burden III,WR,carries,Kyle Monangai,RB,0.3241,0.5244,0.2004,16,2
2025,CHI,Luther Burden III,WR,carries,D'Andre Swift,RB,0.4861,0.5,0.0139,17,1
2025,CHI,Luther Burden III,WR,targets,Kyle Monangai,RB,0.0603,0.1404,0.0801,14,2
2025,CHI,Luther Burden III,WR,targets,Olamide Zaccheaus,WR,0.1259,0.2005,0.0746,14,2
2025,CHI,Luther Burden III,WR,targets,DJ Moore,WR,0.156,0.2064,0.0504,17,2
2025,CHI,Luther Burden III,WR,targets,Colston Loveland,TE,0.1775,0.2005,0.023,16,2
2025,CIN,Samaje Perine,RB,carries,Chase Brown,RB,0.6127,0.8449,0.2322,15,2
2025,CIN,Samaje Perine,RB,targets,Mitchell Tinsley,WR,0.0698,0.1765,0.1067,7,1
2025,CIN,Samaje Perine,RB,targets,Mike Gesicki,TE,0.099,0.1765,0.0775,11,1
2025,CIN,Samaje Perine,RB,targets,Andrei Iosivas,WR,0.0934,0.1542,0.0609,13,2
2025,CIN,Samaje Perine,RB,targets,Chase Brown,RB,0.1416,0.1614,0.0197,15,2
2025,CIN,Mike Gesicki,TE,carries,Joe Flacco,QB,0.0386,0.0935,0.0549,3,2
2025,CIN,Mike Gesicki,TE,carries,Chase Brown,RB,0.6276,0.6803,0.0527,13,4
2025,CIN,Mike Gesicki,TE,carries,Andrei Iosivas,WR,0.0575,0.0714,0.014,2,1
2025,CIN,Mike Gesicki,TE,targets,Ja'Marr Chase,WR,0.2996,0.3793,0.0797,12,4
2025,CIN,Mike Gesicki,TE,targets,Chase Brown,RB,0.1352,0.1723,0.0371,13,4
2025,CIN,Mike Gesicki,TE,targets,Noah Fant,TE,0.0874,0.0997,0.0123,9,4
2025,CIN,Jake Browning,QB,carries,Samaje Perine,RB,0.2428,0.3181,0.0753,7,6
2025,CIN,Jake Browning,QB,carries,Tahj Brooks,RB,0.1105,0.1253,0.0148,4,2
2025,CIN,Jake Browning,QB,targets,Mitchell Tinsley,WR,0.0745,0.0975,0.0229,5,3
2025,CIN,Jake Browning,QB,targets,Tee Higgins,WR,0.1783,0.1962,0.0178,11,4
2025,CIN,Noah Fant,TE,carries,Tahj Brooks,RB,0.1077,0.1538,0.0461,5,1
2025,CIN,Noah Fant,TE,carries,Jake Browning,QB,0.1188,0.1429,0.024,3,1
