season,team,out_player,out_pos,metric,beneficiary,benef_pos,share_with,share_without,delta,n_with,n_without
2025,NYG,Jaxson Dart,QB,targets,Isaiah Hodgins,WR,0.0563,0.1917,0.1354,4,2
2025,NYG,Jaxson Dart,QB,targets,Wan'Dale Robinson,WR,0.2947,0.3611,0.0664,14,2
2025,NYG,Jaxson Dart,QB,targets,Jalin Hyatt,WR,0.0816,0.1379,0.0563,4,1
2025,NYG,Cam Skattebo,RB,carries,Devin Singletary,RB,0.1177,0.3332,0.2155,8,9
2025,NYG,Cam Skattebo,RB,carries,Tyrone Tracy Jr.,RB,0.3041,0.4698,0.1657,6,9
2025,NYG,Cam Skattebo,RB,carries,Jaxson Dart,QB,0.1775,0.2109,0.0334,7,7
2025,NYG,Cam Skattebo,RB,targets,Wan'Dale Robinson,WR,0.237,0.369,0.1319,8,8
2025,NYG,Cam Skattebo,RB,targets,Devin Singletary,RB,0.0406,0.0791,0.0385,3,7
2025,NYG,Cam Skattebo,RB,targets,Darius Slayton,WR,0.1368,0.1751,0.0383,6,8
2025,NYG,Cam Skattebo,RB,targets,Theo Johnson,TE,0.1571,0.1868,0.0297,8,7
2025,NYJ,Tyrod Taylor,QB,carries,Isaiah Davis,RB,0.0955,0.1925,0.097,10,3
2025,NYJ,Tyrod Taylor,QB,carries,Brady Cook,QB,0.0544,0.1298,0.0754,2,3
2025,NYJ,Tyrod Taylor,QB,carries,Justin Fields,QB,0.26,0.2973,0.0373,8,1
2025,NYJ,Tyrod Taylor,QB,targets,Isaiah Williams,WR,0.0977,0.2021,0.1044,5,4
2025,NYJ,Tyrod Taylor,QB,targets,Mason Taylor,TE,0.1648,0.2581,0.0933,12,1
2025,NYJ,Tyrod Taylor,QB,targets,Tyler Johnson,WR,0.072,0.0963,0.0243,7,2
2025,NYJ,Josh Reynolds,WR,carries,Tyrod Taylor,QB,0.15,0.2282,0.0782,1,4
2025,NYJ,Josh Reynolds,WR,carries,Isaiah Davis,RB,0.0731,0.1459,0.0728,5,8
2025,NYJ,Josh Reynolds,WR,carries,Braelon Allen,RB,0.1565,0.184,0.0275,2,2
2025,NYJ,Josh Reynolds,WR,carries,Justin Fields,QB,0.2575,0.2724,0.0149,5,4
2025,NYJ,Josh Reynolds,WR,targets,Jeremy Ruckert,TE,0.0618,0.0851,0.0233,4,9
2025,NYJ,Josh Reynolds,WR,targets,Mason Taylor,TE,0.1622,0.1781,0.0159,5,8
2025,NYJ,Kene Nwangwu,RB,carries,Tyrod Taylor,QB,0.2005,0.2305,0.03,3,2
2025,NYJ,Kene Nwangwu,RB,carries,Justin Fields,QB,0.256,0.2742,0.0183,5,4
2025,NYJ,Kene Nwangwu,RB,targets,Mason Taylor,TE,0.1461,0.2133,0.0672,8,5
2025,NYJ,Kene Nwangwu,RB,targets,Isaiah Davis,RB,0.0667,0.1244,0.0577,8,4
2025,NYJ,Kene Nwangwu,RB,targets,Breece Hall,RB,0.0935,0.1484,0.0549,10,5
2025,NYJ,Kene Nwangwu,RB,targets,Tyler Johnson,WR,0.067,0.0982,0.0312,6,3
2025,NYJ,Khalil Herbert,RB,carries,Tyrod Taylor,QB,0.15,0.2258,0.0758,1,2
2025,NYJ,Khalil Herbert,RB,carries,Breece Hall,RB,0.6002,0.6412,0.041,7,5
2025,NYJ,Khalil Herbert,RB,targets,Garrett Wilson,WR,0.2174,0.3864,0.169,1,2
2025,NYJ,Khalil Herbert,RB,targets,Adonai Mitchell,WR,0.2114,0.2924,0.081,5,3
2025,NYJ,Khalil Herbert,RB,targets,Jeremy Ruckert,TE,0.07,0.1159,0.046,7,3
2025,NYJ,Khalil Herbert,RB,targets,John Metchie III,WR,0.1642,0.1809,0.0167,5,4
2025,NYJ,Khalil Herbert,RB,targets,Breece Hall,RB,0.0826,0.0951,0.0126,7,4
2025,NYJ,Justin Fields,QB,carries,Braelon Allen,RB,0.1361,0.2727,0.1367,3,1
2025,NYJ,Justin Fields,QB,carries,Tyrod Taylor,QB,0.1861,0.3182,0.1321,4,1
2025,NYJ,Justin Fields,QB,carries,Isaiah Davis,RB,0.0974,0.164,0.0666,9,4
2025,NYJ,Justin Fields,QB,targets,Isaiah Williams,WR,0.1015,0.1781,0.0766,4,5
2025,NYJ,Justin Fields,QB,targets,Mason Taylor,TE,0.1649,0.2107,0.0458,11,2
2025,NYJ,Justin Fields,QB,targets,Garrett Wilson,WR,0.3537,0.3714,0.0178,6,1
2025,NYJ,Stone Smartt,TE,carries,Justin Fields,QB,0.2563,0.2915,0.0352,7,2
2025,NYJ,Stone Smartt,TE,targets,Mason Taylor,TE,0.1541,0.2703,0.1162,11,2
2025,NYJ,Stone Smartt,TE,targets,Tyler Johnson,WR,0.0669,0.1613,0.0944,8,1
2025,NYJ,Stone Smartt,TE,targets,Isaiah Davis,RB,0.075,0.1403,0.0652,10,2
2025,NYJ,Garrett Wilson,WR,carries,Isaiah Davis,RB,0.0725,0.1463,0.0738,5,8
2025,NYJ,Garrett Wilson,WR,carries,Justin Fields,QB,0.2478,0.2967,0.0489,6,3
2025,NYJ,Garrett Wilson,WR,carries,Breece Hall,RB,0.5567,0.5949,0.0382,7,9
2025,NYJ,Garrett Wilson,WR,targets,Josh Reynolds,WR,0.1267,0.2903,0.1637,4,1
2025,NYJ,Garrett Wilson,WR,targets,John Metchie III,WR,0.0909,0.1817,0.0908,1,8
2025,NYJ,Garrett Wilson,WR,targets,Isaiah Williams,WR,0.0909,0.1507,0.0598,1,8
2025,NYJ,Garrett Wilson,WR,targets,Mason Taylor,TE,0.1569,0.1896,0.0327,7,6
2025,NYJ,Garrett Wilson,WR,targets,Jeremy Ruckert,TE,0.0707,0.0824,0.0118,5,8
2025,NYJ,Breece Hall,RB,carries,Khalil Herbert,RB,0.067,0.5217,0.4548,2,1
2025,NYJ,Breece Hall,RB,carries,Kene Nwangwu,RB,0.2143,0.3043,0.0901,1,1
2025,NYJ,Breece Hall,RB,carries,Brady Cook,QB,0.0919,0.1304,0.0385,4,1
2025,NYJ,Breece Hall,RB,targets,Isaiah Williams,WR,0.1241,0.3043,0.1803,8,1
2025,NYJ,Breece Hall,RB,targets,Khalil Herbert,RB,0.0312,0.087,0.0557,2,1
2025,NYJ,Breece Hall,RB,targets,Andrew Beck,RB,0.0396,0.087,0.0473,6,1
2025,NYJ,Breece Hall,RB,targets,Arian Smith,WR,0.0543,0.087,0.0326,9,1
2025,NYJ,Braelon Allen,RB,carries,Breece Hall,RB,0.4608,0.6173,0.1566,4,12
2025,NYJ,Braelon Allen,RB,carries,Isaiah Davis,RB,0.0767,0.1254,0.0487,2,11
2025,NYJ,Braelon Allen,RB,targets,Josh Reynolds,WR,0.1052,0.1955,0.0903,2,3
2025,NYJ,Braelon Allen,RB,targets,Mason Taylor,TE,0.1428,0.1849,0.0421,4,9
2025,NYJ,Braelon Allen,RB,targets,Jeremy Ruckert,TE,0.0585,0.0837,0.0252,3,10
2025,NYJ,Isaiah Davis,RB,carries,Khalil Herbert,RB,0.067,0.5217,0.4548,2,1
2025,NYJ,Isaiah Davis,RB,carries,Kene Nwangwu,RB,0.2143,0.3043,0.0901,1,1
2025,NYJ,Isaiah Davis,RB,carries,Brady Cook,QB,0.0919,0.1304,0.0385,4,1
2025,NYJ,Isaiah Davis,RB,targets,Isaiah Williams,WR,0.1241,0.3043,0.1803,8,1
2025,NYJ,Isaiah Davis,RB,targets,Khalil Herbert,RB,0.0312,0.087,0.0557,2,1
2025,NYJ,Isaiah Davis,RB,targets,Andrew Beck,RB,0.0396,0.087,0.0473,6,1
2025,NYJ,Isaiah Davis,RB,targets,Arian Smith,WR,0.0543,0.087,0.0326,9,1
2025,NYJ,Adonai Mitchell,WR,carries,Breece Hall,RB,0.6168,0.6774,0.0606,7,1
2025,NYJ,Adonai Mitchell,WR,targets,Tyler Johnson,WR,0.0303,0.0909,0.0606,2,1
2025,NYJ,Adonai Mitchell,WR,targets,Isaiah Davis,RB,0.0502,0.0909,0.0407,5,1
2025,NYJ,Adonai Mitchell,WR,targets,Breece Hall,RB,0.0808,0.0909,0.0101,7,1
2025,NYJ,Mason Taylor,TE,carries,Isaiah Davis,RB,0.0994,0.1795,0.08,10,3
2025,NYJ,Mason Taylor,TE,carries,Brady Cook,QB,0.0588,0.1098,0.051,1,4
2025,NYJ,Mason Taylor,TE,targets,Isaiah Williams,WR,0.1,0.1992,0.0993,5,4
2025,NYJ,Mason Taylor,TE,targets,Stone Smartt,TE,0.0312,0.1204,0.0892,1,2
2025,NYJ,Mason Taylor,TE,targets,Andrew Beck,RB,0.0413,0.0591,0.0178,5,2
2025,PHI,Dallas Goedert,TE,carries,Tank Bigsby,RB,0.1308,0.8421,0.7114,10,1
2025,PHI,Dallas Goedert,TE,carries,Tanner McKee,QB,0.0213,0.1053,0.084,1,1
2025,PHI,Dallas Goedert,TE,carries,Saquon Barkley,RB,0.6481,0.6875,0.0394,16,1
2025,PHI,Dallas Goedert,TE,carries,Jalen Hurts,QB,0.2081,0.2188,0.0106,16,1
2025,PHI,Dallas Goedert,TE,targets,A.J. Brown,WR,0.2733,0.381,0.1076,15,1
2025,PHI,Dallas Goedert,TE,targets,Darius Cooper,WR,0.0536,0.1471,0.0935,5,1
2025,PHI,Dallas Goedert,TE,targets,Jahan Dotson,WR,0.0761,0.1415,0.0653,13,2
2025,PHI,Dallas Goedert,TE,targets,Will Shipley,RB,0.0436,0.0882,0.0447,8,1
2025,PHI,Dallas Goedert,TE,targets,Grant Calcaterra,TE,0.0516,0.0917,0.0401,6,2
2025,PHI,A.J. Brown,WR,carries,Tank Bigsby,RB,0.185,0.3,0.115,10,1
2025,PHI,A.J. Brown,WR,carries,Will Shipley,RB,0.0872,0.1,0.0128,5,1
2025,PHI,A.J. Brown,WR,targets,DeVonta Smith,WR,0.2391,0.45,0.2109,17,1
2025,PHI,A.J. Brown,WR,targets,Saquon Barkley,RB,0.1253,0.25,0.1247,15,1
2025,PHI,A.J. Brown,WR,targets,Xavier Gipson,WR,0.0278,0.05,0.0222,1,1
2025,PHI,A.J. Brown,WR,targets,Jahan Dotson,WR,0.0838,0.1,0.0162,14,1
2025,PHI,AJ Dillon,RB,carries,Saquon Barkley,RB,0.5935,0.6902,0.0967,7,10
2025,PHI,AJ Dillon,RB,carries,Will Shipley,RB,0.0846,0.0988,0.0142,4,2
2025,PHI,AJ Dillon,RB,targets,DeVonta Smith,WR,0.2295,0.268,0.0385,8,10
2025,PHI,AJ Dillon,RB,targets,Tank Bigsby,RB,0.0294,0.0482,0.0188,1,3
2025,PHI,AJ Dillon,RB,targets,A.J. Brown,WR,0.271,0.2855,0.0145,6,10
2025,PIT,DK Metcalf,WR,carries,Connor Heyward,TE,0.062,0.1042,0.0422,6,2
2025,PIT,DK Metcalf,WR,carries,Jonnu Smith,TE,0.0502,0.0625,0.0123,4,2
2025,PIT,DK Metcalf,WR,targets,Marquez Valdes-Scantling,WR,0.0769,0.2012,0.1243,4,2
2025,PIT,DK Metcalf,WR,targets,Adam Thielen,WR,0.0593,0.1357,0.0765,4,2
2025,PIT,DK Metcalf,WR,targets,Scott Miller,WR,0.0516,0.1173,0.0658,3,2
2025,PIT,DK Metcalf,WR,targets,Calvin Austin III,WR,0.1327,0.1591,0.0264,14,1
2025,PIT,DK Metcalf,WR,targets,Pat Freiermuth,TE,0.1095,0.1244,0.0149,14,2
2025,PIT,Jaylen Warren,RB,carries,Kenneth Gainwell,RB,0.2685,0.7037,0.4352,16,1
2025,PIT,Jaylen Warren,RB,carries,Kaleb Johnson,RB,0.1105,0.2222,0.1117,9,1
2025,PIT,Jaylen Warren,RB,targets,Kenneth Gainwell,RB,0.158,0.2727,0.1148,17,1
2025,PIT,Jaylen Warren,RB,targets,Jonnu Smith,TE,0.1052,0.1364,0.0312,17,1
2025,PIT,Jaylen Warren,RB,targets,Darnell Washington,TE,0.1125,0.1364,0.0239,12,1
2025,PIT,Jaylen Warren,RB,targets,Kaleb Johnson,RB,0.0286,0.0455,0.0169,1,1
2025,PIT,Jaylen Warren,RB,targets,Ben Skowronek,WR,0.0346,0.0455,0.0109,5,1
2025,PIT,Calvin Austin III,WR,carries,Kaleb Johnson,RB,0.1085,0.24,0.1315,9,1
2025,PIT,Calvin Austin III,WR,carries,Connor Heyward,TE,0.071,0.0833,0.0124,7,1
2025,PIT,Calvin Austin III,WR,carries,Jonnu Smith,TE,0.0506,0.0617,0.011,4,2
2025,PIT,Calvin Austin III,WR,targets,Marquez Valdes-Scantling,WR,0.0933,0.2432,0.1499,5,1
2025,PIT,Calvin Austin III,WR,targets,Adam Thielen,WR,0.0747,0.1351,0.0604,5,1
2025,PIT,Calvin Austin III,WR,targets,Jonnu Smith,TE,0.098,0.1516,0.0536,15,3
2025,PIT,Calvin Austin III,WR,targets,Scott Miller,WR,0.0566,0.1097,0.0531,3,2
2025,PIT,Calvin Austin III,WR,targets,Darnell Washington,TE,0.1108,0.126,0.0151,10,3
2025,PIT,Darnell Washington,TE,carries,Connor Heyward,TE,0.065,0.125,0.06,7,1
2025,PIT,Darnell Washington,TE,carries,Jaylen Warren,RB,0.5941,0.625,0.0309,15,2
2025,PIT,Darnell Washington,TE,targets,Marquez Valdes-Scantling,WR,0.0974,0.1602,0.0628,4,2
2025,PIT,Darnell Washington,TE,targets,Calvin Austin III,WR,0.128,0.1763,0.0483,13,2
2025,PIT,Darnell Washington,TE,targets,Kenneth Gainwell,RB,0.16,0.199,0.0391,16,2
2025,PIT,Darnell Washington,TE,targets,Adam Thielen,WR,0.0769,0.1004,0.0235,4,2
2025,PIT,Kaleb Johnson,RB,carries,Connor Heyward,TE,0.062,0.1042,0.0422,6,2
2025,PIT,Kaleb Johnson,RB,carries,Jonnu Smith,TE,0.0423,0.0664,0.0241,3,3
2025,PIT,Kaleb Johnson,RB,targets,Marquez Valdes-Scantling,WR,0.0337,0.1606,0.127,2,4
2025,PIT,Kaleb Johnson,RB,targets,Adam Thielen,WR,0.0337,0.1103,0.0766,2,4
2025,PIT,Kaleb Johnson,RB,targets,Scott Miller,WR,0.0379,0.1045,0.0667,2,3
2025,PIT,Kaleb Johnson,RB,targets,Kenneth Gainwell,RB,0.162,0.1726,0.0106,14,4
2025,SEA,Cooper Kupp,WR,targets,Tory Horton,WR,0.1132,0.1667,0.0534,6,1
2025,SEA,Cooper Kupp,WR,targets,Cody White,WR,0.0384,0.0833,0.0449,2,1
2025,SEA,Cooper Kupp,WR,targets,AJ Barner,TE,0.1392,0.1667,0.0275,17,1
2025,SEA,Cooper Kupp,WR,targets,Jaxon Smith-Njigba,WR,0.3543,0.375,0.0207,19,1
2025,SEA,Velus Jones Jr.,RB,carries,Kenneth Walker III,RB,0.5278,0.7308,0.203,5,1
2025,SEA,Velus Jones Jr.,RB,carries,George Holani,RB,0.0625,0.1154,0.0529,1,1
2025,SEA,Velus Jones Jr.,RB,targets,Jaxon Smith-Njigba,WR,0.2616,0.3529,0.0914,5,1
2025,SEA,Velus Jones Jr.,RB,targets,George Holani,RB,0.0278,0.1176,0.0899,1,1
2025,SEA,Zach Charbonnet,RB,carries,Kenneth Walker III,RB,0.458,0.6915,0.2335,17,3
2025,SEA,Zach Charbonnet,RB,carries,George Holani,RB,0.1176,0.1635,0.0458,3,3
2025,SEA,Zach Charbonnet,RB,carries,Sam Darnold,QB,0.0706,0.0889,0.0183,11,2
2025,SEA,Zach Charbonnet,RB,targets,Tory Horton,WR,0.1077,0.2,0.0923,6,1
2025,SEA,Zach Charbonnet,RB,targets,Cooper Kupp,WR,0.1714,0.2199,0.0485,16,3
2025,SEA,Zach Charbonnet,RB,targets,Dareke Young,WR,0.0339,0.05,0.0161,2,1
2025,SEA,Zach Charbonnet,RB,targets,Jake Bobo,WR,0.0462,0.0588,0.0126,3,1
2025,SEA,Zach Charbonnet,RB,targets,Rashid Shaheed,WR,0.1024,0.1136,0.0112,10,2
2025,SEA,George Holani,RB,carries,Sam Darnold,QB,0.0551,0.1028,0.0477,8,5
2025,SEA,George Holani,RB,carries,Drew Lock,QB,0.0244,0.0385,0.0141,1,1
2025,SEA,George Holani,RB,targets,Zach Charbonnet,RB,0.057,0.0965,0.0394,6,5
2025,SEA,George Holani,RB,targets,Kenneth Walker III,RB,0.0834,0.1162,0.0328,12,7
2025,SEA,George Holani,RB,targets,AJ Barner,TE,0.1323,0.1575,0.0252,12,6
2025,SEA,George Holani,RB,targets,Jake Bobo,WR,0.045,0.0625,0.0175,3,1
2025,SEA,George Holani,RB,targets,Eric Saubert,TE,0.05,0.0632,0.0132,1,4
2025,SEA,Nick Kallerup,TE,carries,Zach Charbonnet,RB,0.3443,0.4504,0.1061,10,7
2025,SEA,Nick Kallerup,TE,carries,George Holani,RB,0.1171,0.1875,0.0704,4,2
2025,SEA,Nick Kallerup,TE,carries,Jaxon Smith-Njigba,WR,0.0403,0.0857,0.0454,4,1
2025,SEA,Nick Kallerup,TE,carries,Kenneth Walker III,RB,0.474,0.5163,0.0424,11,9
2025,SEA,Nick Kallerup,TE,targets,Eric Saubert,TE,0.0458,0.0827,0.0368,3,2
2025,SEA,Nick Kallerup,TE,targets,Elijah Arroyo,TE,0.0624,0.0925,0.03,6,7
2025,SEA,Nick Kallerup,TE,targets,Jaxon Smith-Njigba,WR,0.3454,0.3675,0.0221,11,9
2025,SEA,Nick Kallerup,TE,targets,Cooper Kupp,WR,0.1735,0.1853,0.0118,10,9
2025,SEA,Nick Kallerup,TE,targets,Zach Charbonnet,RB,0.0696,0.0813,0.0117,6,5
2025,SEA,Tory Horton,WR,carries,Sam Darnold,QB,0.0453,0.0859,0.0406,4,9
2025,SEA,Tory Horton,WR,carries,Kenneth Walker III,RB,0.4772,0.5036,0.0265,8,12
2025,SEA,Tory Horton,WR,targets,Kenneth Walker III,RB,0.0653,0.1131,0.0477,7,12
2025,SEA,Tory Horton,WR,targets,AJ Barner,TE,0.1209,0.1566,0.0358,8,10
2025,SEA,Tory Horton,WR,targets,Zach Charbonnet,RB,0.0589,0.0883,0.0294,5,6
2025,SEA,Tory Horton,WR,targets,Jake Bobo,WR,0.0381,0.0607,0.0226,2,2
2025,SEA,Tory Horton,WR,targets,Eric Saubert,TE,0.05,0.0632,0.0132,1,4
2025,SF,Demarcus Robinson,WR,carries,Christian McCaffrey,RB,0.6605,0.7023,0.0418,16,3
2025,SF,Demarcus Robinson,WR,carries,Mac Jones,QB,0.1033,0.1304,0.0271,8,1
2025,SF,Demarcus Robinson,WR,carries,Ricky Pearsall,WR,0.0278,0.0435,0.0157,1,1
2025,SF,Demarcus Robinson,WR,targets,Ricky Pearsall,WR,0.1469,0.2178,0.0709,7,3
2025,SF,Demarcus Robinson,WR,targets,Christian McCaffrey,RB,0.2224,0.291,0.0686,16,3
2025,SF,Demarcus Robinson,WR,targets,Kendrick Bourne,WR,0.1031,0.1184,0.0154,13,2
2025,SF,George Kittle,TE,carries,Mac Jones,QB,0.0882,0.129,0.0408,5,4
2025,SF,George Kittle,TE,carries,Brock Purdy,QB,0.1253,0.1483,0.023,8,3
2025,SF,George Kittle,TE,carries,Ricky Pearsall,WR,0.0278,0.0435,0.0157,1,1
2025,SF,George Kittle,TE,targets,Jake Tonges,TE,0.07,0.1793,0.1093,4,7
2025,SF,George Kittle,TE,targets,Kendrick Bourne,WR,0.0822,0.1313,0.0491,8,7
2025,SF,George Kittle,TE,targets,Luke Farrell,TE,0.0387,0.0618,0.0231,7,4
2025,SF,George Kittle,TE,targets,Ricky Pearsall,WR,0.1572,0.1791,0.0219,5,5
2025,SF,Jauan Jennings,WR,carries,Christian McCaffrey,RB,0.6538,0.7807,0.1269,17,2
2025,SF,Jauan Jennings,WR,carries,Mac Jones,QB,0.1045,0.1212,0.0167,8,1
2025,SF,Jauan Jennings,WR,targets,Ricky Pearsall,WR,0.1547,0.2895,0.1348,9,1
2025,SF,Jauan Jennings,WR,targets,Kendrick Bourne,WR,0.0915,0.1935,0.102,13,2
2025,SF,Jauan Jennings,WR,targets,Demarcus Robinson,WR,0.0805,0.1458,0.0653,15,1
2025,SF,Jauan Jennings,WR,targets,Christian McCaffrey,RB,0.2264,0.2911,0.0647,17,2
2025,SF,Jauan Jennings,WR,targets,Jake Tonges,TE,0.1364,0.1541,0.0177,9,2
2025,SF,Brock Purdy,QB,carries,Mac Jones,QB,0.0341,0.127,0.0928,2,7
2025,SF,Brock Purdy,QB,carries,Christian McCaffrey,RB,0.6363,0.7095,0.0732,11,8
2025,SF,Brock Purdy,QB,carries,Ricky Pearsall,WR,0.0278,0.0435,0.0157,1,1
2025,SF,Brock Purdy,QB,targets,Ricky Pearsall,WR,0.1542,0.2237,0.0694,8,2
2025,SF,Brock Purdy,QB,targets,Kendrick Bourne,WR,0.0781,0.1287,0.0505,7,8
2025,SF,Brock Purdy,QB,targets,Jauan Jennings,WR,0.1835,0.2203,0.0369,11,6
2025,SF,Brock Purdy,QB,targets,Christian McCaffrey,RB,0.2197,0.2518,0.0321,11,8
2025,SF,Ricky Pearsall,WR,carries,Christian McCaffrey,RB,0.6361,0.7016,0.0656,10,9
2025,SF,Ricky Pearsall,WR,carries,Mac Jones,QB,0.0662,0.1264,0.0601,3,6
2025,SF,Ricky Pearsall,WR,carries,Brock Purdy,QB,0.1171,0.1703,0.0532,8,3
2025,SF,Ricky Pearsall,WR,targets,Demarcus Robinson,WR,0.0535,0.1088,0.0553,7,9
2025,SF,Ricky Pearsall,WR,targets,Marquez Valdes-Scantling,WR,0.0263,0.0718,0.0455,2,2
2025,SF,Ricky Pearsall,WR,targets,Kendrick Bourne,WR,0.085,0.1227,0.0376,7,8
2025,SF,Ricky Pearsall,WR,targets,Christian McCaffrey,RB,0.2228,0.2449,0.0221,10,9
2025,SF,Ricky Pearsall,WR,targets,Kyle Juszczyk,RB,0.0541,0.0699,0.0157,9,8
2025,SF,Jordan James,RB,carries,Brian Robinson,RB,0.1435,0.2329,0.0894,4,12
2025,SF,Jordan James,RB,carries,Mac Jones,QB,0.037,0.115,0.078,1,8
2025,SF,Jordan James,RB,carries,Christian McCaffrey,RB,0.6365,0.6781,0.0416,5,14
2025,SF,Jordan James,RB,targets,Jauan Jennings,WR,0.1621,0.2108,0.0487,5,12
2025,SF,Jordan James,RB,targets,Kendrick Bourne,WR,0.0732,0.1167,0.0435,4,11
2025,SF,Jordan James,RB,targets,Brian Robinson,RB,0.0325,0.049,0.0164,3,6
2025,SF,Jordan James,RB,targets,George Kittle,TE,0.1895,0.2043,0.0148,3,9
2025,SF,Jordan James,RB,targets,Ricky Pearsall,WR,0.1582,0.1706,0.0124,2,8
2025,TB,Mike Evans,WR,carries,Sean Tucker,RB,0.1106,0.2951,0.1845,6,8
2025,TB,Mike Evans,WR,carries,Rachaad White,RB,0.2473,0.3672,0.1199,8,9
2025,TB,Mike Evans,WR,carries,Tez Johnson,WR,0.0238,0.0621,0.0383,1,3
2025,TB,Mike Evans,WR,carries,Baker Mayfield,QB,0.1135,0.1252,0.0116,7,7
2025,TB,Mike Evans,WR,targets,Emeka Egbuka,WR,0.181,0.2843,0.1033,8,9
2025,TB,Mike Evans,WR,targets,Tez Johnson,WR,0.0579,0.1196,0.0617,7,8
2025,TB,Mike Evans,WR,targets,Kameron Johnson,WR,0.0196,0.0776,0.058,1,3
2025,TB,Mike Evans,WR,targets,Sean Tucker,RB,0.0212,0.0683,0.0472,2,4
2025,TB,Mike Evans,WR,targets,Rachaad White,RB,0.061,0.1006,0.0397,8,9
2025,TB,Sterling Shepard,WR,targets,Jalen McMillan,WR,0.0606,0.1233,0.0627,1,3
2025,TB,Sterling Shepard,WR,targets,Cade Otton,TE,0.1695,0.1933,0.0239,12,3
2025,TB,Sterling Shepard,WR,targets,Payne Durham,TE,0.0298,0.0455,0.0156,3,1
2025,TB,Chris Godwin Jr.,WR,carries,Rachaad White,RB,0.2155,0.4179,0.2024,9,8
2025,TB,Chris Godwin Jr.,WR,carries,Sean Tucker,RB,0.1668,0.2817,0.1149,8,6
2025,TB,Chris Godwin Jr.,WR,carries,Bucky Irving,RB,0.5961,0.6535,0.0575,7,3
2025,TB,Chris Godwin Jr.,WR,carries,Tez Johnson,WR,0.0437,0.0789,0.0352,3,1
2025,TB,Chris Godwin Jr.,WR,targets,Tez Johnson,WR,0.0643,0.1212,0.0569,8,7
2025,TB,Chris Godwin Jr.,WR,targets,Emeka Egbuka,WR,0.2142,0.2598,0.0455,9,8
2025,TB,Chris Godwin Jr.,WR,targets,Bucky Irving,RB,0.1051,0.146,0.0409,6,3
2025,TB,Chris Godwin Jr.,WR,targets,Sterling Shepard,WR,0.1056,0.1427,0.0371,5,8
2025,TB,Chris Godwin Jr.,WR,targets,Kameron Johnson,WR,0.0357,0.0723,0.0365,1,3
2025,TB,Cade Otton,TE,carries,Bucky Irving,RB,0.6006,0.7273,0.1266,9,1
2025,TB,Cade Otton,TE,targets,Mike Evans,WR,0.2244,0.3636,0.1392,7,1
2025,TB,Bucky Irving,RB,carries,Rachaad White,RB,0.1665,0.5168,0.3503,10,7
2025,TB,Bucky Irving,RB,carries,Sean Tucker,RB,0.1193,0.3127,0.1934,7,7
2025,TB,Bucky Irving,RB,carries,Tez Johnson,WR,0.0311,0.074,0.0428,2,2
2025,TB,Bucky Irving,RB,carries,Baker Mayfield,QB,0.115,0.1301,0.015,10,4
2025,TB,Bucky Irving,RB,targets,Tez Johnson,WR,0.0414,0.1472,0.1058,8,7
2025,TB,Bucky Irving,RB,targets,Cade Otton,TE,0.1392,0.2143,0.0751,8,7
2025,TB,Bucky Irving,RB,targets,Emeka Egbuka,WR,0.2098,0.2726,0.0628,10,7
2025,TB,Bucky Irving,RB,targets,Kameron Johnson,WR,0.0357,0.0723,0.0365,1,3
2025,TB,Bucky Irving,RB,targets,Sean Tucker,RB,0.0227,0.0586,0.0359,1,5
2025,TB,Jalen McMillan,WR,carries,Rachaad White,RB,0.1233,0.3684,0.2451,4,13
2025,TB,Jalen McMillan,WR,carries,Sean Tucker,RB,0.1318,0.2497,0.1179,4,10
2025,TB,Jalen McMillan,WR,carries,Tez Johnson,WR,0.0238,0.0621,0.0383,1,3
2025,TB,Jalen McMillan,WR,carries,Baker Mayfield,QB,0.1055,0.1249,0.0194,4,10
2025,TB,Jalen McMillan,WR,targets,Emeka Egbuka,WR,0.1355,0.2665,0.131,4,13
2025,TB,Jalen McMillan,WR,targets,Tez Johnson,WR,0.0403,0.1092,0.0689,4,11
2025,TB,Jalen McMillan,WR,targets,Sean Tucker,RB,0.0227,0.0586,0.0359,1,5
2025,TB,Jalen McMillan,WR,targets,Chris Godwin Jr.,WR,0.1623,0.1969,0.0347,4,5
2025,TB,Jalen McMillan,WR,targets,Rachaad White,RB,0.0617,0.0882,0.0265,4,13
2025,TB,Tez Johnson,WR,carries,Rachaad White,RB,0.3093,0.3333,0.024,16,1
2025,TB,Tez Johnson,WR,targets,Mike Evans,WR,0.2327,0.3056,0.0728,7,1
2025,TB,Tez Johnson,WR,targets,Bucky Irving,RB,0.1127,0.1667,0.054,8,1
2025,TB,Josh Williams,RB,targets,Chris Godwin Jr.,WR,0.1212,0.2142,0.093,1,6
2025,TB,Josh Williams,RB,targets,Kameron Johnson,WR,0.0233,0.0764,0.0532,1,3
2025,TB,Josh Williams,RB,targets,Sterling Shepard,WR,0.1093,0.1342,0.0249,3,10
2025,TEN,Calvin Ridley,WR,targets,Chimere Dike,WR,0.1043,0.1737,0.0694,6,10
2025,TEN,Calvin Ridley,WR,targets,Van Jefferson,WR,0.1017,0.1308,0.0291,5,9
2025,TEN,Calvin Ridley,WR,targets,Gunnar Helm,TE,0.0912,0.1184,0.0272,7,9
2025,TEN,Calvin Ridley,WR,targets,David Martin-Robinson,TE,0.0294,0.0532,0.0237,1,3
